Artist Name;Track Name;Popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_in min/ms;time_signature;Class
dad sports;MANY FACES;420;528;909;110;-695;1;438;0,00003;346;376;823;147988;1539600;4;6
Lewis Del Mar;Rosalie (CH. II);480;7;74;50;-6547;0;41;152;633;213;584;101994;2576270;4;6
Rebel Wizard;heavy negative wizard metal in-fucking-excelsis;250;304;979;20;-3768;1;12;0,000992;953;368;379;139985;1278570;4;8
Motionless In White;Another Life;710;39;939;40;-3828;0;787;0,00508;;968;495;161997;2053940;4;10
Bauhaus;Dark Entries;540;24;851;20;-11941;1;492;17;641;344;512;171036;2315600;4;10
Los Legendarios;Fiel;950;849;701;60;-4407;0;6;407;;112;505;98005;2616670;4;9
If I Die First;My Nightmares Would Do Numbers As Horror Movies;420;448;99;70;-4186;1;209;524;0,00116;965;55;105929;1941510;4;8
Mahendra Kapoor;Aaj Ki Raat;40;3;205;40;-1432;1;38;973;472;227;477;84659;3126666667;3;3
Maya Angelou;Maya Angelou Interview with Ebony Moments - Live Interview;120;714;393;20;-14943;1;935;914;0,000121;167;469;114094;3041080;4;5
Oddisee;Still Strange (feat. Priya Ragu & Sainte Ezekiel);460;551;573;10;-11152;1;138;604;47;909;607;66268;2645760;4;1
Pooh Shiesty;Back In Blood (feat. Lil Durk);820;759;538;80;-8256;0;384;151;;126;831;146933;1844900;4;5
David Peretz;?û?ß?ï?ù ?ë?™?ï?õ?ô;70;388;101;20;-13673;1;482;761;0,00306;166;187;168468;2870800;3;6
John Moreland;Sallisaw Blue;440;395;866;70;-7047;1;69;113;0,000985;112;835;150768;2373730;4;2
The Stone Roses;I Wanna Be Adored - Remastered;650;494;862;40;-9158;0;273;12;213;228;59;112596;2928000;4;6
Bury Me Alive;You & I;390;457;962;20;-3334;1;159;515;58;132;137;140062;2606530;4;8
The Oak Ridge Boys;American Made;510;696;527;80;-14275;1;329;108;897;377;974;128962;266445;4;4
Valence;La vie attend pas;130;69;594;100;-6736;1;299;736;918;848;542;116995;2535560;4;6
The New Mastersounds;4 Walls;360;73;711;110;-9741;0;375;579;253;357;896;127993;2021230;4;9
Hadag Nahash;?ñ?û?ü ?ú?î?™?¢?ï?®?®;410;617;772;90;-5043;0;38;468;;147;42;134976;2281330;4;5
Helices;Una Historia para Acabar Con Todas las Historias;220;23;708;;-8762;1;403;0,00003;828;234;201;145007;3813600;3;10
Frightened Rabbit;Get Out;430;366;859;10;-5957;1;531;334;774;139;569;178021;2011470;4;10
Butcher Babies;Yorktown;480;579;89;110;-5993;1;572;0,00717;267;144;469;128017;2464500;4;8
WhoMadeWho;Mermaids;480;726;493;100;-10556;0;41;139;407;935;396;121004;2320660;4;6
Bebe Rexha, Florida Georgia Line;Meant to Be (feat. Florida Georgia Line);770;643;783;100;-6458;1;856;47;;83;579;154084;2731166667;4;4
Stephane Legar;Maman;230;792;808;70;-4051;0;111;25;;866;766;115047;1930430;4;9
Backstreet Boys;This Is Us;460;595;675;;-6696;1;35;879;;12;411;13408;3052666667;4;9
Faraway Friends;Spring;360;697;567;70;-7628;1;686;336;176;193;168;94991;1944800;4;6
Valencia;The Space Between;490;378;851;70;-4378;1;375;336;;495;41;170017;2171200;4;10
Hedonihil;Redeemer;140;419;983;90;-7125;1;46;0,000746;975;282;578;13501;2403520;4;8
The Rolling Stones;Angie - Remastered 2009;30;434;546;90;-6099;0;294;687;192;109;398;134302;2724400;4;10
Rannar Sillard;From Here We Can See;400;186;114;40;-22247;1;371;747;855;111;338;11281;2964;4;7
Local H;Bound For The Floor;610;654;53;60;-7409;1;556;113;197;534;584;119284;2229600;4;10
Temples;Holy Horses;260;508;776;90;-5438;1;336;114;935;293;549;101952;1854270;4;6
Sarah Jarosz;Build Me Up From Bones;520;53;283;50;-11962;1;367;876;141;106;282;114982;360288333;4;0
Bomba Est?©reo;Deja;560;644;831;110;-7118;0;334;138;424;115;252;104996;2308930;4;1
Led Zeppelin;Tangerine - Remaster;620;306;398;60;-12767;1;412;857;0,00602;756;948;85622;1918280;4;10
Mono Inc.;Louder Than Hell;440;446;852;30;-5286;0;315;289;932;226;387;90007;2667620;4;8
Pretenders;Middle of the Road - 2007 Remaster;510;488;959;90;-5575;1;758;333;767;25;67;166799;2542930;4;10
Night Tempo;Baby;330;949;696;10;-11919;1;226;154;659;878;558;127995;2400000;4;6
Lady A;Love Don't Live Here;520;653;873;10;-3829;1;315;619;0,000341;144;627;139937;384;4;4
Doctor Ross;Come Back Baby;350;65;424;100;-11238;1;646;87;443;869;865;91977;1704400;4;2
AURAGRAPH;Opacity Field - FM Skyline Remix;300;613;768;40;-12483;0;48;773;933;119;747;170899;2472500;4;6
HUNNY;Xbox Luvr;520;693;824;70;-8139;0;415;726;662;826;822;108018;1767080;4;9
binki;Wiggle;550;753;461;80;-8857;0;585;496;372;116;897;103919;1799080;4;9
Ameer Vann;IDFIATOK;500;811;756;60;-8497;1;214;321;38;118;65;124998;1173660;4;5
–ß—ë—Ä–?–?—è –†–µ—á–?–?;–ù–µ—Ç;410;622;779;20;-5672;1;314;808;482;103;728;145021;2080000;4;6
Wombo;Dreamsickle;310;456;832;;-7053;1;351;591;821;11;796;163048;1470050;4;10
Sam Feldt;The Best Days (feat. Tabitha);730;667;827;110;-5631;1;368;863;;565;573;10795;1619440;4;9
The Chemical Brothers;Block Rockin' Beats;40;558;982;100;-3125;0;63;221;508;117;684;109372;3136670;4;1
The Everly Brothers;Wake up Little Susie;620;709;62;20;-9382;1;34;318;;426;936;93723;1235200;4;10
Alfie Templeman;Wait, I Lied;580;787;852;50;-6442;0;146;175;724;167;887;117988;1960390;4;6
Ramones;Sheena Is a Punk Rocker - 2001 Remaster;170;534;866;;-6013;1;309;213;;921;792;176268;1678400;4;6
Ozzy Osbourne;Crazy Train;780;454;913;90;-4008;1;107;408;271;248;521;137688;2931830;4;8
Dough-Boy;Back Then (feat. Bohan Phoenix);410;743;847;;-6853;1;265;227;0,000749;356;499;94941;1430000;4;5
maeshima soshi;Á©?ËÖ?;390;696;499;80;-5484;1;312;886;0,000111;105;476;79985;2832530;4;9
Bombay Bandook;Sagariya;180;29;816;110;-3916;0;465;416;0,000177;894;671;132803;6875733333;4;0
Stone Temple Pilots;Three Wishes;480;528;518;70;-7641;1;281;425;315;125;395;13998;2919470;3;10
Hannah Grey;Still Waters;410;113;127;80;-20496;1;355;943;907;152;984;77345;2270833333;4;7
Uthara Unnikrishnan, Unnikrishnan;Endaro Mahanubhavulu;250;513;573;110;-8069;0;486;902;0,000046;724;551;80027;112;4;0
Jon Batiste;FREEDOM;530;873;651;10;-4179;1;374;251;107;213;828;115002;1782900;4;9
RRUCCULLA;Icy blue;100;411;49;60;-11926;1;354;239;932;219;394;115343;2028170;3;6
Blessid Union Of Souls;Hey Leonardo (She Likes Me For Me);320;352;873;20;-7366;1;142;253;0,000181;89;497;104662;2819260;4;10
Rostam;From The Back of a Cab;540;686;873;10;-5002;1;916;356;226;936;711;65998;1673200;4;9
Slow Pulp;Idaho;530;543;608;90;-6708;1;311;119;94;338;368;141023;2458430;4;6
Moshe Peretz;?õ?ú ?î?û?ô?ú?ô?ù ?î?©?û?ó?ï?™;250;617;895;30;-4207;0;497;353;;598;471;134972;2604580;4;9
Fatima Al Qadiri;Medieval Femme;320;396;301;10;-17747;1;306;87;763;124;795;89882;2007730;4;6
Rae Sremmurd;Black Beatles;750;794;632;;-6163;1;649;142;;128;355;145926;2918930;4;5
Deep Purple;Highway Star - Remastered 2012;670;307;909;90;-708;0;574;135;336;125;443;173674;3661360;4;8
Cedric Burnside;Get Your Groove On;240;736;721;90;-9665;0;419;773;616;201;774;115943;1430130;4;2
Emanuel;Worldwide;560;41;439;10;-3789;0;353;273;154;595;32;144045;2447830;4;1
The White Stripes;I Just Don't Know What to Do With Myself;550;376;721;;-8232;1;104;659;;113;36;94947;1664670;4;10
Circa Waves;Sad Happy - Acoustic;420;721;344;10;-9743;0;593;855;267;932;442;126001;1841430;4;10
Zoro;African Girl Bad;460;582;67;50;-6919;0;26;752;0,000108;64;536;96542;2008160;4;9
Sturgill Simpson;Paradise;590;358;3;20;-9564;1;423;777;0,00356;889;557;185132;1987870;3;1
AlienBlaze;Romantically Dead;470;403;483;10;-6608;1;113;233;125;139;296;191904;2138180;3;10
Robert Palmer;Addicted To Love;680;702;578;20;-13415;1;31;382;0,000589;425;975;111617;3636400;4;10
Meir Ariel;?û?ô?ù ?û?™?ï?ß?ô?ù;430;451;264;70;-1572;1;351;16;247;112;145;121423;2402670;3;10
Logan Ledger;Starlight;460;599;729;40;-6471;1;254;181;381;135;638;133402;3214000;4;1
Funk Flex;You Know;640;891;585;;-6122;0;131;752;;134;24;125024;1113870;4;5
Travis Scott;HIGHEST IN THE ROOM;860;598;427;70;-8764;0;317;546;0,000583;21;605;76469;1757210;4;5
Alka Yagnik, Kumar Sanu;Tumse Milne Ko Dil;420;529;812;10;-9238;0;706;768;0,000193;311;768;138841;5006666667;3;3
Poolside;I Feel High (with DRAMA);620;716;752;20;-4316;1;5;112;479;598;412;1130;1725000;4;6
Eels;Susan's House;420;736;439;30;-11845;1;396;222;218;31;432;80493;2238000;4;1
John Prine;Clay Pigeons;570;585;233;100;-15949;1;28;892;611;114;481;140666;445221667;4;0
Corvus Corax;Ragnar??k - Era Metallum - Single Edit;390;303;975;20;-493;1;126;0,00241;285;272;172;173799;4544330;4;8
Nachtblut;Leierkinder;360;489;94;90;-4871;0;591;227;107;318;538;164995;2400440;4;8
Bathory;Call from the Grave;420;373;815;50;-8702;1;53;111;922;161;415;128962;2942670;4;8
J.B. Lenoir;Alabama Blues;440;675;308;60;-8081;1;348;824;0,00375;607;69;97446;1943730;4;2
Rajkumari;Dil Ka Paimana Hain;;674;111;10;-18252;0;704;995;941;138;789;62448;3251116667;4;3
Ramones;Rock 'n' Roll High School - 2002 Remaster;560;499;87;;-4431;1;126;183;;512;893;188853;1374000;4;10
Steve Lacy;Dark Red;730;603;783;60;-4023;1;62;449;0,000796;119;775;172041;1731040;4;6
Sofia Kourtesis;Juntos;470;783;706;60;-11098;0;703;214;37;109;124;121982;2832660;4;6
The Smiths;There Is a Light That Never Goes Out - 2011 Remaster;730;523;769;40;-5855;1;269;4;;136;876;136162;2445870;4;6
Marilyn Manson;The Dope Show;600;562;671;40;-7801;0;379;0,000873;491;792;376;134962;2267330;4;8
Garbage;Queer;440;553;621;100;-7474;0;274;591;247;347;425;95055;2764930;4;10
Radkey;Seize;360;286;954;110;-3391;0;108;211;282;305;489;173142;1595160;4;10
AM;powers;510;839;523;20;-12104;1;215;269;0,00174;165;515;14194;1757750;4;5
COBRAH;WET;460;947;671;110;-8916;0;243;404;966;639;532;126045;1698670;4;6
Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";760;686;735;20;-4616;1;264;921;66;342;596;171355;3222270;4;5
All Traps On Earth;All Traps on Earth;230;256;466;70;-13522;0;403;227;852;12;47;145073;10953940;3;10
The Beatles;I Want To Hold Your Hand - Remastered 2009;640;496;703;70;-6905;1;376;525;0,000208;305;936;130915;244533333;4;10
Leonard Cohen;Suzanne;630;409;172;60;-1644;0;389;922;112;111;352;132151;382155;4;0
Kane Brown, blackbear;Memory;790;434;889;90;-5684;1;509;395;;273;845;113326;255563333;5;9
Tom Morello;Suburban Guerrilla;340;682;764;20;-5806;1;838;265;501;265;55;156009;1861320;4;8
Sonic Youth;Sugar Kane;540;345;913;70;-5346;1;471;0,00646;708;756;357;134965;3576930;4;6
Matt Hall;A Thousand Tears Ago;230;293;59;110;-5271;1;182;169;;17;45;74147;1702960;4;9
Genesis;Supper's Ready;430;31;61;40;-9415;0;723;147;476;179;144;88132;13859070;4;10
Avicii;Wake Me Up;850;532;783;20;-5697;1;523;38;12;161;643;12408;2474270;4;9
Toosii;shop (feat. DaBaby);650;865;64;70;-7201;1;325;185;;308;4;114621;1899190;5;5
Omer Adam;?û?î?§?õ?î ?©?ú ?©?û?ó?î;460;671;878;50;-4219;0;414;13;;385;772;132082;2404530;4;9
Do Nothing;Uber Alles;340;675;776;70;-7893;1;415;23;929;16;169;12694;2345600;4;6
Megadeth;Train Of Consequences - Remastered 2004;500;555;946;80;-3922;1;158;116;119;477;568;114755;2112270;4;8
Amanar;Alghafiat;380;707;611;70;-7058;0;32;473;0,000443;729;884;134933;3977070;4;2
The Orielles;Bobbi's Second World;420;567;763;10;-4361;0;579;15;142;704;777;111079;2028440;4;1
W.A.S.P.;Sleeping (In The Fire);520;253;646;80;-9326;1;306;0,00977;;856;178;91926;2358930;4;10
The Black Keys;Gotta Get Away;550;475;836;40;-5446;1;529;175;;104;723;123144;1801730;4;10
Jet;Are You Gonna Be My Girl?;760;613;953;20;-3435;1;855;148;582;152;537;105046;2138000;4;10
5th Dimension String Quartet;To Capture The Infinite;410;764;131;;-17381;1;408;953;858;937;373;80959;2795683333;1;7
Hadag Nahash;?õ?ú ?î?¶'?ï?¶'?ï?™;210;763;869;100;-5862;0;57;154;514;105;796;125573;2587330;4;5
Queen, David Bowie;Under Pressure - Remastered 2011;600;663;712;20;-7268;1;479;524;;804;527;113439;3942;4;10
Enter Shikari;{ The Dreamer‚Äôs Hotel };440;501;868;100;-7406;0;129;159;0,00906;239;621;159965;1733050;4;10
AJ Tracey;Top Dog;620;586;725;90;-6844;0;381;248;;825;867;131139;2000000;5;5
Neon Graves;Piece of Me;250;506;966;60;-6093;1;876;296;701;348;232;119978;2035000;4;8
David Bowie;China Girl - 2018 Remaster;590;651;699;40;-7867;0;277;39;659;124;832;133793;556361667;4;10
Paul Wall;Sittin' Sidewayz (feat. Big Pokey);600;721;621;10;-4378;1;306;469;103;199;568;159967;2289330;4;5
Juice WRLD;Real Shit (with benny blanco);740;703;703;10;-4672;1;133;605;;12;697;76017;1837830;4;9
Caroline Spence;The Middle;460;653;5;60;-9179;1;257;104;0,000912;892;347;131045;372626667;4;0
Harry Styles;Sign of the Times;820;516;595;50;-463;1;313;275;;109;222;119972;3407070;4;9
Santana;The Game of Love (feat. Michelle Branch) - Main / Radio Mix;620;59;929;20;-3236;1;478;714;153;598;674;119818;2544670;4;10
Kochevet Al;?©?ß?ô?¢?î ?î?§?ï?õ?î;260;422;675;50;-7089;1;723;106;242;588;626;190033;2007250;4;6
The Jesus and Mary Chain;Reverence;;444;991;110;-5412;0;101;0,00165;787;118;665;104882;2206930;4;6
Cage The Elephant;Cigarette Daydreams;780;636;676;20;-3442;1;263;807;;831;273;11398;2087600;4;9
Pop Up!;Surprise;320;713;96;110;-785;1;447;287;922;657;411;117105;1262310;4;6
King Gizzard & The Lizard Wizard;Rattlesnake;390;58;963;110;-5918;1;388;311;849;396;814;170593;4680930;4;6
Eastmountainsouth;So Are You To Me;400;302;783;20;-14968;1;325;956;0,00988;12;231;140485;196266667;5;0
Colony House;O YA;470;502;96;60;-4523;1;143;288;254;676;438;7604;2600000;4;10
Osher Cohen;?™?ó?ñ?®?ô ?û?î?®;470;537;294;70;-11122;0;454;826;;149;577;155841;2405850;4;9
Miri Mesika;?ë?õ?®?ù ?™?ô?û?ü;190;65;902;;-3281;1;539;229;;111;627;99977;1918200;4;9
Isaac Valero;Afrodite;410;701;565;30;-19018;0;106;948;335;108;319;12379;1766666667;4;7
Fastball;The Way;640;646;882;60;-5648;0;346;143;0,000967;335;908;120837;2570930;4;9
Robert Palmer;Sneakin' Sally Through The Alley;560;64;679;40;-12356;1;302;424;294;878;965;99296;2658930;4;10
Failure;Another Space Song;510;511;701;10;-7861;1;252;253;563;631;189;84318;3103330;4;10
Tom Petty;Free Fallin';780;623;449;50;-13333;1;253;212;;613;572;84383;426666667;4;10
Bartholomew Kind;Memento;300;539;893;110;-6149;0;647;609;535;114;244;170009;2367270;4;1
Pavement;Cut Your Hair;580;472;735;40;-9822;0;305;596;124;166;643;110809;1867330;4;6
Jordan Rudess;Wired For Madness, Pt. 1.1 (Bring It On);320;546;847;20;-9797;1;473;301;866;935;314;108495;3204160;4;8
Bromeliad;Frankenthaler;440;527;896;;-18975;1;332;992;826;107;509;152111;1752433333;3;7
Soulfly;Back to the Primitive;480;601;89;110;-4824;1;965;156;608;123;688;112085;2619600;4;8
USS (Ubiquitous Synergy Seeker);Feel Alive;420;558;658;110;-7661;1;535;298;;135;519;122031;2266690;4;1
Barns Courtney;Little Boy;470;654;621;110;-8555;1;328;384;0,000406;119;41;113955;2334480;4;10
New Radicals;You Get What You Give;740;621;901;20;-5396;1;302;17;;875;744;113967;3007730;4;10
Antonio Vivaldi, Accademia I Filarmonici, Alberto Martini;Concerto for Strings in G Minor, RV 153: II. Andante;230;119;425;70;-25683;0;538;905;351;158;106;176675;2229333333;3;7
Echo Collective;Respire;180;124;359;;-21203;0;632;877;902;125;223;70922;6541230;4;6
Mugshot;Good People;400;301;959;100;-3463;0;111;0,00254;624;167;251;139928;1717390;4;8
TDJ;Lalala (Want Somebody);260;649;712;80;-6153;1;416;13;672;107;285;123009;3660450;4;6
The Anniversary;The D In Detroit;340;392;891;60;-6133;0;485;144;165;91;348;191717;2566400;4;10
Soundgarden;Been Away Too Long;450;475;971;90;-3541;1;102;0,00549;124;367;641;152868;2162130;4;10
Rich Robinson;Time To Leave;240;344;523;70;-7418;1;314;792;16;12;183;87121;2984270;3;2
Dissection;Black Dragon;410;481;909;50;-4124;0;38;0,00156;12;385;576;102878;2881730;4;8
Brad Mehldau Trio;These Foolish Things (Remind Me of You);440;44;128;30;-17651;1;425;951;933;1;179;81028;6011783333;4;7
Ill Ni?±o;All or Nothing (feat. Sonny Sandoval of P.O.D.);500;593;949;20;-5459;1;66;0,00531;0,000105;819;419;106008;2006610;4;8
Mike Williams;Without You;680;701;866;110;-4589;0;838;243;;17;327;124008;1510000;4;9
Doble Pletina;Algo de Lo Que Me Pueda Quejar;330;709;727;;-9014;1;287;356;307;133;936;122973;2575910;4;6
Oasis;Talk Tonight;530;392;428;40;-8405;0;246;52;0,000078;365;317;84505;2637470;4;10
Lightning Bug;The Right Thing Is Hard To Do;330;413;44;40;-9951;1;299;663;565;126;271;140482;2268250;4;1
Friendship Commanders;Stonechild;240;293;667;90;-5707;1;692;0,00112;306;111;306;117921;2495920;4;6
Michael Swissa;?¢?ù ?î?í?ê?†?í;300;563;663;10;-7266;1;292;481;237;152;651;81014;2143210;4;5
Black Thought;Good Morning (feat. Pusha T, Swizz Beatz & Killer Mike);490;427;865;10;-5059;1;383;985;0,00144;371;839;93427;2001310;4;5
Necrophobic;Devil's Spawn Attack;200;409;975;20;-504;1;109;0,000267;369;343;27;134971;2229330;4;8
Mosh Ben Ari;?ê?™ ?©?ï?û?¢?™;410;683;634;40;-5612;1;312;254;;14;405;104093;1869740;4;9
Avril Lavigne;Tomorrow;550;632;793;60;-7184;0;274;853;89;157;609;136012;2288400;4;10
Victoria;Perennial;360;284;9;20;-5659;1;551;0,00881;885;834;623;91062;2930270;3;8
New Person, Old Place;Madi Diaz;480;603;443;;-773;1;288;533;0,000224;97;421;134891;4103783333;4;0
Yehudit Ravitz;?ê?®?• ?ò?®?ï?§?ô?™ ?ô?§?î;240;688;753;40;-11391;1;51;308;144;795;871;133139;2934000;4;10
Yvette;Outside;650;841;667;10;-5638;1;222;44;0,00147;169;256;94993;1225680;4;5
Queensr?øche;Jet City Woman - Remastered 2003;560;499;934;80;-3661;0;966;468;0,000313;703;357;110044;3215730;4;8
Caroline Polachek;Door;590;684;438;30;-8309;1;388;222;;262;253;123997;3225630;4;6
Wildstreet;Set It Off;430;518;94;100;-3199;0;616;881;;26;514;85018;2026400;4;10
Sonny Rollins;Sonnymoon For Two;340;61;414;70;-9503;0;518;674;862;141;509;121968;5460000;4;2
Conan Gray;Heather;880;357;425;50;-7301;1;333;584;;322;27;102078;1980400;3;9
All Them Witches;Enemy of My Enemy;450;245;97;100;-5319;0;965;121;854;317;311;178956;2096440;4;8
Busty and the Bass;Time Don't Make Me A Stranger - Instrumental;380;69;272;50;-10492;1;255;324;431;658;337;62997;2168280;3;1
Motorjesus;Hellbreaker;350;527;944;50;-4763;0;519;105;;915;534;125009;2477470;4;8
Pattie;I Only Want to Be with You;350;467;563;10;-6199;0;339;214;418;364;431;172241;2219960;4;6
L.A. Sunday;Pillars;270;696;319;80;-16729;0;624;502;237;116;382;144024;2600000;4;6
The 1975;Girls;610;657;913;110;-4984;1;528;392;149;466;906;108036;2546200;4;10
Ben Howard;Only Love;100;545;485;80;-9941;1;151;3;137;119;341;80401;415288333;4;0
Santana;Evil Ways;610;704;528;50;-13382;1;358;22;35;14;73;117472;2382670;4;10
ALLBLACK;We Straight (feat. Vince Staples);380;896;709;10;-7315;1;289;666;;141;746;102031;2540000;4;5
Ulver;Russian Doll;400;569;499;90;-13927;0;506;166;455;738;496;169963;2350000;4;8
Black Stone Cherry;Built For Comfort;430;333;88;;-308;1;963;455;135;33;49;162838;2642800;4;10
Clubhouse;Heartbroke;510;803;576;110;-7451;0;518;109;0,00195;122;634;99989;1839010;4;6
Dudu Tassa;?ê?†?ô ?®?•;390;736;745;80;-5631;0;282;358;292;738;917;106029;1762400;4;10
Audioslave;I Am the Highway;660;341;662;90;-5023;0;335;105;;113;2;174875;3349070;4;10
Billie Eilish;everything i wanted;850;704;225;60;-14454;0;994;902;657;106;243;120006;2454260;4;9
Panic! At The Disco;Say Amen (Saturday Night);670;491;867;60;-2313;0;103;167;;458;602;167965;1891870;4;10
Sammi Smith;Help Me Make It Through The Night;510;559;35;80;-1201;1;245;605;443;102;413;78035;2592216667;4;4
Filthy Gears;Ted Bundy;110;749;723;50;-415;1;612;614;12;191;416;139933;1937140;4;5
Orions Belte;Dearest;280;504;604;40;-9249;1;479;365;546;112;409;81087;1999470;4;6
Dravier;A Glass Steam Bath;160;326;377;10;-14254;1;503;961;869;67;645;118223;3534190;5;6
Idan Amedi;?í?ù ?ï?í?ù;270;605;662;20;-5216;0;347;452;;706;742;106036;1833470;4;9
Neta Weiner;Hozer;100;663;81;110;-6778;0;347;241;;963;664;166067;2318670;4;5
Ida Mae;Boom Boom Boom;300;395;787;;-5433;1;157;684;137;175;515;174626;1908930;4;2
Kenny Rogers;The Gambler;;682;532;40;-1161;1;826;408;;122;773;88286;3511316667;4;4
Brain Police;Rooster Booster;340;31;832;70;-5139;1;369;0,00029;956;411;416;153284;2662000;4;8
Tame Impala;Half Full Glass Of Wine;540;679;768;;-7246;1;787;254;401;916;685;126117;2666270;4;8
Elai Botner;?¢?ï?ì ?ê?ó?ì ?©?©?® ?ú?ö;500;677;71;10;-7914;1;756;978;;196;864;107965;2260020;4;10
Lonesome Sundown;My Home Is A Prison;160;245;531;90;-11252;1;424;394;0,00153;266;503;66936;1914670;4;2
Samael;On Earth;420;463;984;20;-4043;0;802;0,00771;474;318;364;8587;2404000;4;8
Interpol;All The Rage Back Home;510;287;91;70;-5759;1;571;0,00412;571;277;367;84499;2624270;4;6
Square One;Caamp;600;685;25;40;-15138;1;416;911;306;108;317;103387;311325;4;0
Sebastian Mullaert;Undressing the Sky;200;432;446;50;-16373;1;91;347;849;115;15;127081;4117320;4;6
Itay Levi;?®?ß ?ë?†?ï?™;470;736;703;100;-609;0;676;302;;308;795;125941;1849670;4;9
Verzache;All I Need;610;663;786;90;-5325;1;353;212;0,000196;957;319;145977;2037510;4;6
The Beatles;Blackbird - Remastered 2009;740;686;127;70;-14361;1;342;754;0,00141;573;372;93699;1383870;4;10
